"gender","age","education","income","fin_status","region","settlement_type","pol_interest","voted_binary","evote_awareness","evote_knowledge","evote_definition_correct","digital_skills_index","digital_trust_index","deliberation_index","civic_duty_index","electoral_responsibility_index","perc_accessibility","perc_security","perc_transparency","perc_anonymity","institutional_trust_index","electoral_integrity_index","evote_willingness","disinfo_personal_impact"
"Жіноча","25-34 роки","Бакалавр","Від 201 до 400 тис. гривень","Вистачає на харчування та одяг, але дорогі покупки недоступні","Захід України (Закарпатська, Івано-Франківська, Львівська, Тернопільська, Хмельницька, Чернівецька обл.)","Село","Дуже цікавлюся",1,"Так, чув/чула, але маю загальне уявлення",2,1,3,3,4.3,5,4.65,1.66666666666667,2,3.5,4,2.8,3.75,"Скоріше так",NA
"Жіноча","25-34 роки","Бакалавр","Від 801 до 1 мільйонна гривень","Вистачає на харчування та одяг, але дорогі покупки недоступні","Північ України (Волинська, Житомирська, Київська, Рівненська, Чернігівська обл., м. Київ)","Місто (понад 100 тис. мешканців)","Радше цікавлюся",0,"Так, чув/чула, але маю загальне уявлення",2,1,4.25,4.2,NA,NA,NA,3.66666666666667,3.25,4,4,2.4,3.25,"Так",NA
"Чоловіча","35-44 роки","Магістр","Від 101 до 200 тис. гривень","Вистачає на харчування та одяг, але дорогі покупки недоступні","Північ України (Волинська, Житомирська, Київська, Рівненська, Чернігівська обл., м. Київ)","Селище міського типу","Певною мірою цікавлюся",1,"Так, добре знайомий/а з темою",3,1,5,5,3.6,4.2,3.9,5,3.5,5,4,2.4,2,"Так",NA
"Жіноча","45-60 років","Магістр","Від 201 до 400 тис. гривень","Вистачає на харчування та одяг, але дорогі покупки недоступні","Північ України (Волинська, Житомирська, Київська, Рівненська, Чернігівська обл., м. Київ)","Місто (понад 100 тис. мешканців)","Певною мірою цікавлюся",1,"Так, добре знайомий/а з темою",3,1,5,4,3.9,4.8,4.35,4.66666666666667,4.25,4.5,4,3.6,3,"Так",NA
"Чоловіча","25-34 роки","Магістр","Від 101 до 200 тис. гривень","Вистачає на харчування та одяг, але дорогі покупки недоступні","Північ України (Волинська, Житомирська, Київська, Рівненська, Чернігівська обл., м. Київ)","Місто (понад 100 тис. мешканців)","Певною мірою цікавлюся",1,"Так, добре знайомий/а з темою",3,1,5,4.8,4.2,4.2,4.2,4.33333333333333,2.5,4.5,5,3.8,4,"Скоріше так",NA
"Жіноча","35-44 роки","Магістр","Від 401 до 600 тис. гривень","Вистачає на харчування та одяг, але дорогі покупки недоступні","Схід України (Дніпропетровська, Донецька, Луганська, Харківська, Запорізька обл.)","Місто (понад 100 тис. мешканців)","Певною мірою цікавлюся",0,"Ні, зустрічаю це поняття вперше",1,0,5,4.2,NA,NA,NA,4.66666666666667,3.5,4,3,3,3,"Скоріше так",NA
"Жіноча","25-34 роки","Магістр","Від 401 до 600 тис. гривень","Можемо купувати дорогі речі","Північ України (Волинська, Житомирська, Київська, Рівненська, Чернігівська обл., м. Київ)","Місто (понад 100 тис. мешканців)","Певною мірою цікавлюся",1,"Так, чув/чула, але маю загальне уявлення",2,1,5,5,3.8,2.4,3.1,4.66666666666667,4.25,4.5,1,3,3.25,"Скоріше так",NA
"Жіноча","45-60 років","Магістр","Від 401 до 600 тис. гривень","Не вистачає на базові потреби","Північ України (Волинська, Житомирська, Київська, Рівненська, Чернігівська обл., м. Київ)","Село","Дуже цікавлюся",1,"Так, чув/чула, але маю загальне уявлення",2,1,5,5,4.9,4.4,4.65,5,3.5,4.5,4,3.6,3.5,"Так",NA
"Жіноча","35-44 роки","Магістр","Від 401 до 600 тис. гривень","Вистачає на харчування та одяг, але дорогі покупки недоступні","Північ України (Волинська, Житомирська, Київська, Рівненська, Чернігівська обл., м. Київ)","Село","Певною мірою цікавлюся",1,"Так, добре знайомий/а з темою",3,1,4.75,5,2.7,5,3.85,5,3.75,3.5,5,5,5,"Так",NA
"Жіноча","35-44 роки","Магістр","Від 401 до 600 тис. гривень","Вистачає на харчування та одяг, але дорогі покупки недоступні","Північ України (Волинська, Житомирська, Київська, Рівненська, Чернігівська обл., м. Київ)","Село","Певною мірою цікавлюся",1,"Так, добре знайомий/а з темою",3,1,4.75,5,2.7,5,3.85,5,3.75,3.5,5,5,5,"Так",NA
"Чоловіча","35-44 роки","Магістр","Понад 1 мільйон гривень","Вистачає на харчування та одяг, але дорогі покупки недоступні","Північ України (Волинська, Житомирська, Київська, Рівненська, Чернігівська обл., м. Київ)","Місто (понад 100 тис. мешканців)","Певною мірою цікавлюся",1,"Так, чув/чула, але маю загальне уявлення",2,1,4.5,3.2,4.4,4,4.2,4.33333333333333,3.5,4,3,1.4,3,"Скоріше так",NA
"Жіноча","45-60 років","Магістр","Від 401 до 600 тис. гривень","Вистачає на харчування та одяг, але дорогі покупки недоступні","Схід України (Дніпропетровська, Донецька, Луганська, Харківська, Запорізька обл.)","Місто (понад 100 тис. мешканців)","Певною мірою цікавлюся",1,"Так, добре знайомий/а з темою",3,1,5,5,4.7,5,4.85,5,2.75,3.5,5,5,4,"Так",NA
"Жіноча","45-60 років","Магістр","Від 201 до 400 тис. гривень","Вистачає на харчування та одяг, але дорогі покупки недоступні","Північ України (Волинська, Житомирська, Київська, Рівненська, Чернігівська обл., м. Київ)","Село","Радше цікавлюся",1,"Так, добре знайомий/а з темою",3,0,4.5,3.8,3.6,3.8,3.7,3.66666666666667,2,3,1,4,4,"Так",NA
